エリア,業種・種別,店名,口コミ,既存website,place_id
大宮東口,韓国料理店,韓国料理酒場ナッコプセのお店 キテセヨ 大宮店,725,https://www.hotpepper.jp/strJ000689911/course/rpn2_hpds/,ChIJK8tRaErBGGARAj8PnmzGSS4
大宮東口,居酒屋,酒蔵力 大宮東口駅前店,722,http://www.ri-ki.co.jp/,ChIJjSrPcEHBGGAR2niWmI4NVZM
大宮東口,イタリア料理店,Serafina NEW YORKさいたま新都心店,720,https://serafina.asia/saitama/,ChIJ06U-mgzBGGARamNTLnj04Os
大宮東口,居酒屋,【全席個室】隠れ家居酒屋 傳～DEN～大宮店,708,https://izakayaden-oomiya.foodre.jp/#reservation,ChIJHyw46uLBGGARv5qFMDZeOZI
大宮東口,居酒屋,大衆炉ばた 在伍 -Argo- 大宮東口,706,https://tabelog.com/saitama/A1101/A110101/11066466/,ChIJWa1DYo7BGGARq8vaxM5M_EU
大宮東口,居酒屋,古民家居酒屋 笑壺 －ETSUBO－ 大宮東口店,702,https://omiya-etsubo.com/,ChIJb6UbXBzBGGARMLQbheccf78
大宮東口,レストラン,名代 富士そば 大宮東口店,696,https://fujisoba.co.jp/,ChIJf9c9d0HBGGARX9jnyBc3bgM
大宮東口,レストラン,幸せのパンケーキ 大宮店,685,http://magia.tokyo/,ChIJW3wqCkPBGGARUQRocWlhibw
大宮東口,ラーメン屋,北海道らぁ麺ひむろ 大宮店,679,https://himuro-omiya.jbplt.jp/,ChIJhzUkVkHBGGARjsnk-XVgFxc
大宮東口,焼き鳥店,やきとり家 すみいち1号店,678,,ChIJz0-GmUHBGGARC80F-oKPc2c
大宮東口,ラーメン屋,ジャンクガレッジ 大宮駅前店,674,https://junk-garage.net/,ChIJteWooUHBGGAR7h3XS944dY8
大宮東口,和食店,吉野家 大宮西口店,662,https://stores.yoshinoya.com/yoshinoya/spot/detail?code=ysn_049561,ChIJIWg2BUPBGGAR9kRN1N2aUZ8
大宮東口,中華料理店,日高屋 大宮西口店,652,https://hidakaya.hiday.co.jp/hits/ja/shop/99/detail/19.html?takeout=,ChIJ21f6aULBGGARXgr2KBl3IjE
大宮東口,居酒屋,KICHIRI 大宮 WEST,652,https://www.kichiri.co.jp/shop/kichiri-casual-dining/002/,ChIJSy6OA0PBGGARZeP6-fZg0Tc
大宮東口,居酒屋,餃子酒場 肉汁とっつぁん大宮東口店,650,https://tottsuanomiya.owst.jp/,ChIJm5YkMpDBGGAR0iYgdoXmVNU
大宮東口,バー,ダーツカフェデルタ大宮店（DartsCafeDELTA大宮店）,649,https://delta-omiya.owst.jp/,ChIJ358F-0PBGGAR8CHirO8UWqM
大宮東口,居酒屋,大宮牛タンいろ葉,647,https://tabelog.com/saitama/A1101/A110101/11048732/,ChIJ76O1HMbBGGARec6ICkxDuOU
大宮東口,ファミリー レストラン,デニーズ コクーンシティ店,643,https://shop.dennys.jp/map/2579/,ChIJA1HrQAzBGGARvS4jifeAgJs
大宮東口,中華料理店,順順餃子酒場 大宮駅前店,636,http://junjungyouza.com/shop/omiyaekimae/,ChIJ_xR5CkHBGGAR3H4IA_qZw4c
大宮東口,居酒屋,うなぎ小鐵 大宮店,632,https://www.unatetsu.net/?utm_source=GBP&utm_medium=organic,ChIJGT45G0TBGGARTuY7W1AHAik
大宮東口,ラーメン屋,らぅ麺ガラ喰楽学校 大宮駅西口店,619,https://garagaku.com/,ChIJpSfSQkLBGGARRGatvc5xFW4
大宮東口,ファミリー レストラン,北海道生まれ和食処とんでん 大宮桜木町店,617,https://www.tonden.co.jp/shopsearch/saitama/omiyasakuragicho/,ChIJL9ouj2XBGGARi7PB8mLVn7A
大宮東口,ラーメン屋,UNDERGROUND RAMEN 頑者 コクーンシティ店,605,http://www.ganja.co.jp/,ChIJVTd4SwnBGGARZEgTvNeG_X0
大宮東口,ステーキハウス,ステーキのどん 大宮西口店,585,https://www.steak-don.jp/shop_detail.html?snum=10,ChIJu0cBxlzBGGARP__oBh1JHyo
大宮東口,寿司店,はま寿司 大宮ラクーン店,572,https://maps.hama-sushi.co.jp/jp/detail/4537.html,ChIJhyy0aUHBGGAR3OS8-CXnAHo
大宮東口,バー＆グリル,銀座ライオンLEO 大宮東口店,569,https://www.ginzalion.jp/shop/brand/lionleo/shop35.html,ChIJkcQqbZfBGGARZqfmXoQzyd8
大宮東口,居酒屋,磯丸水産 大宮すずらん通り店,568,https://isomaru.jp/,ChIJf9c9d0HBGGARLOmraUM60qQ
大宮東口,居酒屋,くいもの屋わん 大宮すずらん通り店,568,https://search.oizumifoods.co.jp/detail/738/,ChIJDx1qcUHBGGARP6o0FdNx3_0
大宮東口,居酒屋,いづみや 第二支店,567,,ChIJGYSrm0HBGGARj4Y0Dtg00Wg
大宮東口,居酒屋,地魚屋 大宮店,558,https://tabelog.com/saitama/A1101/A110101/11000750/,ChIJbx3bWkLBGGAR096CgBk90Fg
大宮東口,ハンバーガー店,KUA`AINA さいたま新都心店,557,https://www.kua-aina.com/shop/104.html,ChIJMU00SwnBGGARAzVUpEvGI6A
大宮東口,居酒屋,完全個室完備食べ飲み放題 若旦那 -大宮本店-,556,https://www.hotpepper.jp/strJ003737234/?vos=evhppsg0007&pog=mt(e)ti(kwd-2279555633756)dv(m)cr(692039058607)fi()gi(158532747799)ci(20810010878)lc(1009250)ps()nw(g)&gad_source=1&gclid=CjwKCAjwgfm3BhBeEiwAFfxrG6ASKKRC-9CYhJSyITF-1icRljNMl9f7EOkhRquSS-GxZwfKcPqgYBoC1Z8QAvD_BwE&gclsrc=aw.ds,ChIJ187uKMLBGGARM_fcIAyVSik
大宮東口,ファミリー レストラン,サイゼリヤ 大宮駅東口ラクーン店,548,https://shop.saizeriya.co.jp/sz_restaurant/spot/detail?code=1269,ChIJdxtwZkHBGGARUAKEHRbYNIw
大宮東口,コーヒーショップ・喫茶店,高倉町珈琲 大宮店,539,https://takakuramachi-coffee.co.jp/,ChIJW_U7BbzBGGARYEM9QDcO3Ww
大宮東口,カフェ・喫茶,ドトールコーヒーショップ 大宮ラクーン店,535,https://shop.doutor.co.jp/doutor/spot/detail?code=1011923,ChIJIUwjZkHBGGARyuSZwjxQt7o
大宮東口,和食店,kawara CAFE＆DINING 大宮店,530,https://www.dd-holdings.jp/shops/kawaracafedining/oomiya#/,ChIJI8V8ekPBGGARizl-P-Rayv8
大宮東口,居酒屋,磯丸水産 大宮南銀座通り店,518,https://isomaru.jp/,ChIJ06JX5EHBGGARKjPlCKDTDt8
大宮東口,洋食レストラン,洋食 ひいき屋 大宮駅西口,510,https://www.instagram.com/hiikiya_west?igsh=OXgzdWgzeHgxZjZp,ChIJU7d8W0PBGGARU6E-2ScvfiI
大宮東口,和食店,伝説のすた丼屋 大宮東口店,505,https://sutadonya.com/shop/shop01/?utm_source=google&utm_medium=google_map&utm_campaign=t_map_03,ChIJteWooUHBGGARPoM56YJcWLc
大宮東口,鍋料理店,博多華味鳥 さいたま新都心店,500,https://www.hanamidori.net/,ChIJkWkTkAzBGGARE7kv_ng217g
大宮東口,広東料理店,香港蒸蘢 そごう大宮店,495,http://www.create-restaurants.co.jp/shop/index.php?controller=FrontCrShop&action=shop_show&id=1233&lang=ja,ChIJqw7q-ULBGGARWeKhc-usTak
大宮東口,和食店,松屋 大宮東口店,494,https://pkg.navitime.co.jp/matsuyafoods/spot/detail?code=0000000079,ChIJ6TGrWEHBGGARyS4oHU27ai0
大宮東口,ファミリー レストラン,サイゼリヤ 大宮西口シーノ店,480,https://shop.saizeriya.co.jp/sz_restaurant/spot/detail?code=0815,ChIJEfv9xlzBGGAR-dSe7ufr8Yg
大宮東口,イタリア料理店,北海道イタリアン ミアボッカ さいたま新都心店,478,https://miabocca.eastone.co.jp/shop/Saitama-shintoshin?utm_source=google&utm_medium=GBP_Saitama-shintoshin,ChIJkWkTkAzBGGAR7-cTWYWg96s
大宮東口,ファミリー レストラン,ガスト 大宮ラクーン店,478,https://www.skylark.co.jp/gusto/?utm_source=gt&utm_medium=gmb&utm_campaign=brandtop-Saitama,ChIJIUwjZkHBGGAR9WyRgfznmBs
大宮東口,中華料理店,中国料理東天紅 JACK大宮店,477,http://www.totenko.co.jp/restaurant/oomiya/,ChIJUwAmjkTBGGAR9gy17pW9xEo
大宮東口,ファミリー レストラン,ロイヤルホストさいたま新都心店,474,https://locations.royalhost.jp/detail/103209?utm_source=google&utm_medium=gbp&utm_campaign=saitamashintoshin,ChIJt7_9ggzBGGARJ4d-RC6agk4
大宮東口,和食店,やよい軒 大宮大栄橋店,467,https://store.yayoiken.com/b/yayoiken/info/2165/,ChIJvwQFwEbBGGARtAzbZkk6g4w
大宮東口,居酒屋,すし酒家 一歩,465,https://mannenya.info/sushi_ippo/,ChIJI-rdqUbBGGARW1AX4saR_30
大宮東口,カフェ・喫茶,大宮シーシャカフェRUASHIA バー,463,https://www.instagram.com/ruashia.shisha/profilecard/?igsh=Z29zd3ZjYndlM3lv,ChIJcTDsMwDBGGARU226N9IUzVY
大宮東口,居酒屋,魚心あれば酒心 大宮店,453,https://tomori-omiya.foodre.jp/?utm_source=gbp&utm_medium=organic&utm_contents=website_link,ChIJ984hjEHBGGARULPxIOhXg2Q
大宮東口,中華料理店,日高屋 コクーンシティ店,449,https://hidakaya.hiday.co.jp/hits/ja/shop/99/detail/59.html?takeout=,ChIJxWbGQAzBGGARfN0_W6esJSg
大宮東口,ラーメン屋,とんこつ 百歩ラーメン 大宮店,448,,ChIJuS5yjEbBGGAR9rdYsB8aZVs
大宮東口,カレー店,カレー食堂 心 さいたま新都心店,439,https://tabelog.com/saitama/A1101/A110101/11000553/,ChIJ06U-mgzBGGARb3kZNzM5LRw
大宮東口,居酒屋,雑魚や基 大宮,439,https://r.gnavi.co.jp/g312713/,ChIJISeDz0HBGGAR1o-hvSK8J_U
大宮東口,居酒屋,【焼き鳥1本50円】地鶏と鮮魚×完全個室 焼き鳥職人 鳳 -大宮本店,438,https://www.hotpepper.jp/strJ003737421/?vos=aphpphpglnksnsm20241022001,ChIJs2IY2ufBGGARdy6sx0GpcQs
大宮東口,居酒屋,とり徹 大宮店,433,https://toritetsu.gorp.jp/,ChIJvV6_50HBGGARi6XVDpECooI
大宮東口,居酒屋,個室居酒屋 時しらず 大宮駅前店,432,https://tokishirazu.owst.jp/,ChIJkb0V283BGGARZRCelM99MaA
大宮東口,居酒屋,居酒屋 とりいちず 大宮東口店,431,https://toriichizu.net/shoplist/1071/,ChIJ88HYUF_BGGARrlNZydcOw_w
大宮東口,中華料理店,日高屋 大宮DOM店,427,https://hidakaya.hiday.co.jp/hits/ja/shop/99/detail/85.html?takeout=,ChIJWwqve0PBGGARmp9kQRx3_kU
大宮東口,和食店,丸亀製麺大宮すずらん通り,427,https://stores.marugame.com/111123?utm_source=google_serps&utm_medium=gmb&utm_campaign=gbpwebs,ChIJ_S1eyCnBGGAR2byE2qLdCBU
大宮東口,中華料理店,日高屋 大宮東口店,422,https://hidakaya.hiday.co.jp/hits/ja/shop/99/detail/84.html?takeout=,ChIJNRHzUEHBGGAR8DbDWhe74wI
大宮東口,焼肉店,焼肉ひろき 牡蠣酒場きうら -kiura-,416,https://www.instagram.com/yakiniku_hiroki/followers/,ChIJaydFwqnBGGARPlTIyz0v3tw
大宮東口,和食店,情熱のすためしどんどん 大宮東口店,415,https://gardengroup.co.jp/brand/dondon/,ChIJq6qOEkHBGGARk59bNBPU4Ss
大宮東口,ハワイ料理店,アロハテーブル ルミネ大宮,415,https://omiya.alohatable.com/?utm_source=google&utm_medium=maps,ChIJSUif2EPBGGAR8PE52TV4OEw
大宮東口,レストラン,ブッシュウィック グリル コクーンシティ店,415,https://bushwick.jp/cocooncity/,ChIJr4UXhA7BGGARhln_dqJpz60
大宮東口,中華料理店,焼鳥日高 大宮西口店,410,https://hidakaya.hiday.co.jp/hits/ja/shop/99/detail/17.html?takeout=,ChIJrwOoRkLBGGARJOgDGmnln1s
大宮東口,中華料理店,日高屋 さいたま新都心店,409,https://hidakaya.hiday.co.jp/hits/ja/shop/99/detail/74.html?takeout=,ChIJ06U-mgzBGGARk1M7IszYCpA
大宮東口,居酒屋,四十八漁場 大宮西口店,409,https://shop.ap-holdings.jp/48gyojyou/detail/79/,ChIJIWg2BUPBGGARF7FKi4oID1A
大宮東口,居酒屋,点心中華酒場 焼売のジョー大宮店,403,https://www.shumainojo.com/,ChIJEU2tYiTBGGARu8qB3sFINfg
大宮東口,イタリア料理店,カプリチョーザ さいたま新都心店,396,https://saitama-shintoshin.capricciosa.com/?utm_source=google&utm_medium=map&utm_campaign=top,ChIJbxVbhA7BGGAR3-_3Qvm0mUQ
大宮東口,イタリア料理店,イルキャンティ コクーンシティ店,391,http://www.saas-1972.co.jp/shintoshin/,ChIJz1tvHAzBGGARy-FbhQgaLbU
大宮東口,居酒屋,魚匠 基 大門町,389,https://motoshidaimoncho.gorp.jp/,ChIJReTqGkHBGGARkIYV0X0paMA
大宮東口,和食店,すき家 大宮桜木町店,389,https://maps.sukiya.jp/jp/detail/1346.html,ChIJDXN_w0TBGGAR4pqknu76ghc
大宮東口,居酒屋,CONA 大宮店,385,https://cona-pizza.com/,ChIJA5onQ0HBGGARxFndIBpRTR4
大宮東口,カフェ・喫茶,ドトールコーヒーショップ 大宮ソニックシティ前店,382,https://shop.doutor.co.jp/doutor/spot/detail?code=1011043,ChIJx2-3T0PBGGARAOfBnVSo5rU
大宮東口,和食店,山下本気うどん 大宮東口,376,https://yamashita-honki-udon.com/,ChIJ8w0GPRvBGGARaAeLnV7MtS4
大宮東口,居酒屋,海鮮処 さくら水産 大宮西口店,371,https://www.umenohana.co.jp/stores/detail/264,ChIJk5m5IEPBGGARR555UqT3kH4
大宮東口,居酒屋,一軒め酒場 大宮東口店,371,https://www.yoronotaki.co.jp/search/detail.html?CN=6351,ChIJafQ_V0HBGGARcHV4NajYgqc
大宮東口,焼肉店,国産牛焼肉くいどん 大宮店,368,https://kuidon.kisoji.co.jp/shop/oomiya.html,ChIJNWUv-hXBGGARB5agKILkor4
大宮東口,和食店,天丼てんや 大宮東店,364,https://www.tenya.co.jp/,ChIJtXhS_EPBGGARZJ4jY3ps_Mc
大宮東口,焼き鳥店,ネオ大衆酒場 鶏ぼうず 大宮一番街,360,https://r.gnavi.co.jp/k0xf5v3e0000/,ChIJ9-6gVn_BGGAR_QpW11Hg_8Y
大宮東口,ビストロ,ビストロボナペティ/ヨルボナ-呑場-,358,http://bistro-bonappetit.owst.jp/,ChIJ_8nbQEHBGGARqNGv8wcMQgQ
大宮東口,居酒屋,福蔵 大宮店,356,https://fukuzou-oomiya-izakaya.owst.jp/,ChIJxyEZb2zBGGARQ18KVoXTA7s
大宮東口,ハンバーガー店,グレートエスケープ,352,http://greatescape.favy.jp/,ChIJBUbszETBGGARQRlk1b9OZ4E
大宮東口,居酒屋,火の海 鉄板処 火柱 鉄板焼き居酒屋 焔 大宮南銀店（ホムラ）,350,https://homura-oomiya.owst.jp/?lad_media=lis_google&lec_tm=c-10387191.m-1.a-274180554.d-m.kwd-1211584860629.kw-1778345114.aw-.ak-6337864187.as-&gclid=EAIaIQobChMIrIqt2vKl9gIVx1VgCh0YrAVkEAAYASAAEgK0zfD_BwE,ChIJ-4igQ0TBGGARfOj4DQPqPcU
大宮東口,ラーメン屋,鶏白湯ラーメン居酒屋 とりまる大宮西口本店,348,https://page.line.me/207cxzyl,ChIJpaRHi57BGGAR81of8qhmwuk
大宮東口,カフェ・喫茶,GODIVA café Omiya,344,https://shop.godiva.co.jp/store/50106,ChIJEycXDJfBGGARtM4_Kt-dCWo
大宮東口,居酒屋,日本海庄やさいたま新都心東口店,343,https://kannanmaru.co.jp/nihonkaisyoya_saitamashintoshin/,ChIJSzoq8QvBGGAR7O1pm4AefEY
大宮東口,和食店,Garden DaDa,328,,ChIJVwUhV-bBGGARlMkKVjuIq9o
大宮東口,コーヒーショップ・喫茶店,サザコーヒー エキュート大宮店,327,http://www.saza.co.jp/,ChIJSUif2EPBGGARswZbOHEKTKI
大宮東口,中華料理店,日高屋 大宮大成店,326,https://hidakaya.hiday.co.jp/hits/ja/shop/99/detail/553.html?takeout=,ChIJezpmejTBGGAREPU15xkgvd0
大宮東口,カフェ・喫茶,常盤珈琲焙煎所 大宮氷川参道店,326,https://tokiwacoffee.com/shops/omiya-hikawa/,ChIJKUAPrjjBGGARvXRa8kifONM
大宮東口,カフェ・喫茶,MELLOW BROWN COFFEE さいたま新都心店,323,https://shop.ufs.co.jp/ufs/spot/detail?code=363,ChIJnyTLkA7BGGAR7eIaHxYcshQ
大宮東口,レストラン,モンスーンカフェ さいたま新都心／Monsoon Cafe Saitama-Shintoshin,320,https://monsoon-cafe.jp/saitama/,ChIJUwGSMVfBGGARpgGz7IqyatE
大宮東口,和食店,大戸屋ごはん処 大宮すずらん通り店,312,https://store.ootoya.com/detail/22358/,ChIJVZBuGqXBGGAR6_RN1XIicus
大宮東口,和食店,洋風ごはん アルファ,308,,ChIJ982Fc0LBGGARNbr65n4pFjU
大宮東口,居酒屋,アカマル屋鮮魚店 大宮すずらん通り店,304,https://akamaru-fish.studio.site/,ChIJzWWnbnDBGGARwvdIIEb0j94
大宮東口,イタリア料理店,南欧田舎料理のお店 タパス,304,https://tabelog.com/saitama/A1101/A110101/11000613/,ChIJ_6cLOEDBGGARQOMmsE0qkog
大宮東口,和食店,ごはん家 田島,302,,ChIJ6ffrvUTBGGARIY-DyNKqCOI
大宮東口,カフェ・喫茶,春水堂 ルミネ大宮店,301,https://www.chunshuitang.jp/,ChIJA3v73kPBGGAR1rKYm9KKjek
大宮東口,ビストロ,ひいき屋 大宮東口店,300,https://hiikiya-oomiyahigashiguchi.gorp.jp/,ChIJVYIeBETBGGARsXHjjrUi1qc
大宮東口,中華料理店,中華一番 大宮東口店,299,https://hidakaya.hiday.co.jp/hits/ja/shop/99/detail/28.html?takeout=,ChIJzzD2Q0HBGGARW_xlqcTkjKc
大宮東口,和食店,松屋 大宮桜木町店（松のや併設）,295,https://pkg.navitime.co.jp/matsuyafoods/spot/detail?code=0000000750,ChIJ2dY-qFvBGGARYZBOTXzFjEc
大宮東口,居酒屋,肉汁餃子のダンダダン 大宮店,295,https://www.dandadan.jp/,ChIJ__8q-0HBGGARSdOdFziPFBU
大宮東口,カフェ・喫茶,カフェテラスひまつぶし,292,https://aenp.sannasubi.com/cafe/,ChIJK7ybvUTBGGARTsBnBk2N30k
大宮東口,カレー店,日乃屋食堂 大宮ラクーン店,290,http://hinoya.jp/shops/omiya/,ChIJzS7LaEHBGGARnDLOA_6oO68
大宮東口,居酒屋,椿 大宮店,287,https://tsubaki-omiya-izakaya.owst.jp/,ChIJzyx95UHBGGARE1Fkk4riPuU
大宮東口,居酒屋,神田屋 大宮東口店,287,https://www.teng.co.jp/shopsearch/shops/view/BA577596?utm_source=google&utm_medium=map&utm_campaign=top,ChIJewkSVUHBGGARCCqkM_8BE9I
大宮東口,焼肉店,秩父焼肉ホルモン酒場 まる助 大宮一番街店,287,https://gf7x909.gorp.jp/,ChIJDXw27EvBGGARcRMo5yOQoL4
大宮東口,焼き鳥店,せんべろ酒場 酔っ来い所,286,https://yokkoisho-omiya.owst.jp/,ChIJK6NH1gPBGGARAnsoCvJ95RY
大宮東口,和食店,大かまど飯 寅福 ルミネ大宮店,285,https://stores.four-seeds.jp/detail/3007/,ChIJSUif2EPBGGAR1Bx81rzUp3E
大宮東口,とんかつ店,松のや 大宮店,284,https://pkg.navitime.co.jp/matsuyafoods/spot/detail?code=0000001215,ChIJRxDgcTLBGGARRlfl-gZqu0s
大宮東口,和食店,地鶏と沖縄しゃぶしゃぶ 個室居酒屋 くろ凪 大宮駅前店,282,https://gj68203.gorp.jp/?_gl=1*oyovco*_gcl_aw*R0NMLjE3NDY5MzA3NzYuQ2owS0NRanc4dnZBQmhDY0FSSXNBT0Nmd3dwaVRkU0ZBb1phMDZZc1E5VmpyTHhHNWRnTnYyZkNGaEZfWGViQkxCYUJsYWpQcnRIek1zWWFBcWNyRUFMd193Y0I.*_gcl_au*MTY1NDU4ODQzNS4xNzQ4Njc4NTc1*_ga*MTc2Njk0NzMuMTc0MDU1OTU3Mw..*_ga_L9BHK8C28C*czE3NTA0OTQxMzAkbzI2JGcwJHQxNzUwNDk0MTMwJGo2MCRsMCRoMA..,ChIJXWv5-JDBGGARyhaY3zE_6II
大宮東口,中華料理店,健康中華青蓮 さいたま新都心店,280,http://www.seiren.cc/,ChIJ06U-mgzBGGARC7OaYB3Q04Y
大宮東口,居酒屋,炭火焼鳥 塚田農場 大宮東口店,280,https://shop.tsukadanojo.jp/detail/54,ChIJ4Yir-EPBGGARmBpzDu1PM1s
大宮東口,和食店,料亭 大宮一の家,279,https://www.ichinoya.info/,ChIJl81EGDjBGGARn6E1SYpsqMM
大宮東口,居酒屋,山内農場,271,https://shop.monteroza.co.jp/detail/859154/,ChIJH2eoVEPBGGARr5wPaNrlV4Q
大宮東口,居酒屋,ヒナタ倶楽部大宮店,270,https://www.hotpepper.jp/strJ003672525/,ChIJofDRpIrBGGARmFNXbr2ojFk
大宮東口,カフェ・喫茶,È PRONTO ルミネ大宮店,270,https://shop.pronto.co.jp/detail/1517/,ChIJfb6py0PBGGARiz5rKAL4HYY
大宮東口,バー＆グリル,洋食バル 函館 五島軒（ごとうけん） ルミネ大宮店,269,https://www.hotpepper.jp/strJ001185699/,ChIJfwUTLkLBGGARHGSUuOGSZ9k
大宮東口,居酒屋,【個室完備】食べ放題 肉バルGABURICO 大宮店,269,https://store.gosso.co.jp/detail/gaburico_omiya/,ChIJp-ZR9P7BGGARWB6w47YJlGg
大宮東口,レストラン,手打ちそば処 久霧,268,https://hisagiri.com/,ChIJndbtQmnBGGARdjgLInR1oTs
大宮東口,洋食レストラン,ポムの樹 そごう大宮店,266,https://www.pomunoki.com/pomunoki/,ChIJqw7q-ULBGGARMYPdTvstoVg
大宮東口,カフェ・喫茶,PRONTO さいたま新都心ビル店,263,http://www.pronto.co.jp/,ChIJ5RH1hwzBGGAR-Y2VSlVrvEg
大宮東口,タイ料理店,マンゴツリーカフェ大宮,262,https://shop.arclandservice.co.jp/ae-shop/spot/detail?code=12028,ChIJ3VmMtUPBGGARVynb-yDtLj4
大宮東口,イタリア料理店,イタリアンダイニング DoNA 大宮店,261,https://www.towafood-net.co.jp/shops/2000-13/,ChIJqw7q-ULBGGARViNoEllSouE
大宮東口,居酒屋,大衆酒場ちばチャン 大宮南銀店,261,https://gc2x020.gorp.jp/,ChIJbRWi30HBGGARK9AmGdZqgtU
大宮東口,居酒屋,居酒屋ひなまる 大宮店,260,https://gejr317.gorp.jp/,ChIJu2r91KPBGGARZYzvCbfK56k
大宮東口,フランス料理店,エグリーズ・ドゥ・葉山庵 （egliese de 葉山庵）,256,https://hayamaan.com/,ChIJx6stzzvBGGARcMiixx2PljE
大宮東口,ハンバーガー店,フレッシュネスバーガーコクーンシティさいたま新都心店,253,https://search.freshnessburger.co.jp/detail/3032442/,ChIJlcpqhA7BGGARfoqxGN3YOe4
大宮東口,コーヒーショップ・喫茶店,ALLEY COFFEE,253,https://alleycoffee.jp/,ChIJA7ySEGvBGGARE2fDpdOEhYM
大宮東口,居酒屋,釜めしと焼き鳥×野菜巻き 炭ス 大宮駅前店,250,https://www.hotpepper.jp/strJ004004913/?utm_source=google&utm_medium=organic&utm_campaign=gbp_15773478456024039455,ChIJoSrLFWjBGGARWZt1m0MsSkk
大宮東口,インド料理店,ダナパニ 大宮店,247,,ChIJ3zEAFF_BGGARKLpO-iSYphA
大宮東口,中華料理店,台南 大宮門街店,247,https://hidakaya.hiday.co.jp/hits/ja/shop/99/detail/599.html?takeout=,ChIJwRQip-TBGGARD0wfThk2AhM
大宮東口,居酒屋,三代目鳥メロ 大宮西口駅前店,244,https://torimero.com/oomiyanishiguhchi/?utm_source=google&utm_medium=map,ChIJj-uHWkLBGGARG_iW6o2e8iY
大宮東口,カフェ・喫茶,カフェOB 大宮西口店,243,https://coffee-ob.com/store_omiya-nishiguchi.html,ChIJTa0qh0HBGGARLpNNVA4wm-w
大宮東口,和食店,おぼんdeごはん コクーンシティ店,240,https://byo.co.jp/brand/detail.html?pdid=1019,ChIJqbHrmw7BGGAR7tYYA-fZVlc
大宮東口,スペイン料理店,メルカド デル プエルト,238,https://g303104.gorp.jp/,ChIJNVMxhQzBGGARPNLaq2OUmlQ
大宮東口,居酒屋,北の味紀行と地酒 北海道 大宮西口店,238,https://map.cw-dining.co.jp/hokkaido/detail/11262/,ChIJ42H6w3PBGGARd11GwKBrLLw
大宮東口,中華料理店,来来軒 南銀座店,235,https://hidakaya.hiday.co.jp/hits/ja/shop/99/detail/519.html?takeout=,ChIJiYxTY8zBGGARru1oYQkNlp4
大宮東口,居酒屋,屋台居酒屋 満マル 大宮東口店,233,https://akr9029891141.owst.jp/,ChIJq6qaTEDBGGARAeZc0UspYyY
大宮東口,食料品店,熊谷珈琲 氷川参道本店,232,https://kumagaicoffee.com/,ChIJn62yZhPBGGARUYwfgUbKqYA
大宮東口,韓国料理店,韓美膳(ハンビジェ) 大宮ルミネ店,231,https://www.lumine.ne.jp/omiya/floorguide/detail/?scd=002477,ChIJoRaSkL7BGGARZSXcR6hwfQ0
大宮東口,居酒屋,魚星 大宮駅西口店,231,https://kyushu-uosei.com/omiyanishiguchi/?utm_source=google_map&utm_medium=map,ChIJs2wB4DjBGGARGWnO2c_zsCI
大宮東口,居酒屋,テング酒場 大宮そごう前店+炭火焼き魚 湊や磯吉食堂,230,https://www.teng.co.jp/shopsearch/shops/view/BA049886?utm_source=google&utm_medium=map&utm_campaign=top,ChIJX9awXELBGGARMcT7DaIGsW8
大宮東口,和食店,築地食堂源ちゃん さいたま新都心店,224,https://genchan.jp/,ChIJHToPhgzBGGARa0gDDJomLdo
大宮東口,とんかつ店,和幸 コクーンさいたま新都心店,224,http://www.wako-group.co.jp/shop/detail/1124,ChIJVTd4SwnBGGARc6GsVkhUqnw
大宮東口,居酒屋,酒蔵力 大宮南銀座店,224,http://www.ri-ki.co.jp/,ChIJYQiga2rBGGAR_8vlN0cPFlc
大宮東口,居酒屋,とりあえず 大宮店,223,,ChIJH8ZGXM_BGGARh7phXzOFh74
大宮東口,イタリア料理店,ラ・ヴォーリアマッタ ルミネ大宮店,223,https://lavogliamattaomiya.gorp.jp/,ChIJSUif2EPBGGARfk9RVEOJjSc
大宮東口,韓国料理店,韓美膳 (はんびじぇ) コクーンシティ店,221,,ChIJMYSKAdXBGGARyd7pPPMEAJ4
大宮東口,カフェ・喫茶,UP COFFEE,219,https://upcoffee.jp/,ChIJt00DFZTBGGARkBiLdoUaPTw
大宮東口,居酒屋,ほっかいや,217,,ChIJgTC660HBGGARC3LkzMqPNeA
大宮東口,寿司店,和食処銀蔵 さいたま新都心店,215,https://r.gnavi.co.jp/g135751/,ChIJr5HWcgzBGGARyDuP5dFJBxA
大宮東口,和食店,しゃぶしゃぶ但馬屋 さいたま新都心店,213,http://www.gyuta.co.jp/shop/genre/tajimaya/,ChIJo7lAhA7BGGARYw1vc0Ej07M
大宮東口,居酒屋,りくぜん 大宮総本店,212,https://tabelog.com/saitama/A1101/A110101/11002195/,ChIJEx7o1UDBGGARbITRsrATxqc
大宮東口,カフェ・喫茶,cafe CERVIN,212,https://instagram.com/cafe_cervin?utm_medium=copy_link,ChIJWQjwVz_BGGARY4I3vE8Q7YY
大宮東口,中華料理店,石庫門 ルミネ大宮店,210,https://yoyaku.tabelog.com/yoyaku/net_booking_form/index?rcd=11003790,ChIJSUif2EPBGGARSr01J--F6TM
大宮東口,居酒屋,鍛冶屋文蔵 さいたま新都心店,207,https://app.tablerequest.jp/shops/24ed71823d5bdc18,ChIJ06U-mgzBGGARQOjc3n5PdtM
